,Card Name,Decks,Avg,total copies played,colors,convertedManaCost,manaCost,rarity,types,supertypes,subtypes,power,toughness,text
2423,Liliana Vess,0.016,1.9,13.1328,B,5,{3}{B}{B},mythic,Planeswalker,Legendary,Liliana,,,"[+1]: Target player discards a card.
[âˆ’2]: Search your library for a card, then shuffle your library and put that card on top of it.
[âˆ’8]: Put all creature cards from all graveyards onto the battlefield under your control."
2431,Spikeshot Elder,0.016,1.9,13.1328,R,1,{R},rare,Creature,,"Goblin,Shaman",1,1,{1}{R}{R}: Spikeshot Elder deals damage equal to its power to any target.
2433,Arcbound Worker,0.008,3.8,13.1328,,1,{1},common,"Artifact,Creature",,Construct,0,0,"Modular 1 (This creature enters the battlefield with a +1/+1 counter on it. When it dies, you may put its +1/+1 counters on target artifact creature.)"
2437,Astral Slide,0.008,3.8,13.1328,W,3,{2}{W},rare,Enchantment,,,,,"Whenever a player cycles a card, you may exile target creature. If you do, return that card to the battlefield under its owner's control at the beginning of the next end step."
2442,Burning Wish,0.008,3.8,13.1328,R,2,{1}{R},rare,Sorcery,,,,,"You may choose a sorcery card you own from outside the game, reveal that card, and put it into your hand. Exile Burning Wish."
2448,Enigma Drake,0.008,3.8,13.1328,"R,U",3,{1}{U}{R},uncommon,Creature,,Drake,*,4,"Flying
Enigma Drake's power is equal to the number of instant and sorcery cards in your graveyard."
2450,Eternal Witness,0.008,3.8,13.1328,G,3,{1}{G}{G},uncommon,Creature,,"Human,Shaman",2,1,"When Eternal Witness enters the battlefield, you may return target card from your graveyard to your hand."
2466,Force of Will,0.008,3.8,13.1328,U,5,{3}{U}{U},uncommon,Instant,,,,,"You may pay 1 life and exile a blue card from your hand rather than pay this spell's mana cost.
Counter target spell."
2476,Lifebane Zombie,0.008,3.8,13.1328,B,3,{1}{B}{B},rare,Creature,,"Zombie,Warrior",3,1,"Intimidate (This creature can't be blocked except by artifact creatures and/or creatures that share a color with it.)
When Lifebane Zombie enters the battlefield, target opponent reveals their hand. You choose a green or white creature card from it and exile that card."
2477,Light Up the Stage,0.008,3.8,13.1328,R,3,{2}{R},uncommon,Sorcery,,,,,"Spectacle {R} (You may cast this spell for its spectacle cost rather than its mana cost if an opponent lost life this turn.)
Exile the top two cards of your library. Until the end of your next turn, you may play those cards."
2479,Overgrown Battlement,0.008,3.8,13.1328,G,2,{1}{G},uncommon,Creature,,Wall,0,4,"Defender
{T}: Add {G} for each creature with defender you control."
2482,Putrid Leech,0.008,3.8,13.1328,"B,G",2,{B}{G},common,Creature,,"Zombie,Leech",2,2,Pay 2 life: Putrid Leech gets +2/+2 until end of turn. Activate this ability only once each turn.
2485,Recurring Nightmare,0.008,3.8,13.1328,B,3,{2}{B},rare,Enchantment,,,,,"Sacrifice a creature, Return Recurring Nightmare to its owner's hand: Return target creature card from your graveyard to the battlefield. Activate this ability only any time you could cast a sorcery."
2489,Jace's Ingenuity,0.012,2.5,12.96,U,5,{3}{U}{U},uncommon,Instant,,,,,Draw three cards.
2494,Bituminous Blast,0.01,3,12.96,"B,R",5,{3}{B}{R},uncommon,Instant,,,,,"Cascade (When you cast this spell, exile cards from the top of your library until you exile a nonland card that costs less. You may cast it without paying its mana cost. Put the exiled cards on the bottom of your library in a random order.)
Bituminous Blast deals 4 damage to target creature."
2502,Call of the Herd,0.01,3,12.96,G,3,{2}{G},rare,Sorcery,,,,,"Create a 3/3 green Elephant creature token.
Flashback {3}{G} (You may cast this card from your graveyard for its flashback cost. Then exile it.)"
2509,Geist of Saint Traft,0.01,3,12.96,"U,W",3,{1}{W}{U},mythic,Creature,Legendary,"Spirit,Cleric",2,2,"Hexproof (This creature can't be the target of spells or abilities your opponents control.)
Whenever Geist of Saint Traft attacks, create a 4/4 white Angel creature token with flying that's tapped and attacking. Exile that token at end of combat."
2514,Pilgrim's Eye,0.01,3,12.96,,3,{3},uncommon,"Artifact,Creature",,Thopter,1,1,"Flying
When Pilgrim's Eye enters the battlefield, you may search your library for a basic land card, reveal it, put it into your hand, then shuffle your library."
2525,Civic Wayfinder,0.014,2.1,12.7008,G,3,{2}{G},common,Creature,,"Elf,Druid,Warrior",2,2,"When Civic Wayfinder enters the battlefield, you may search your library for a basic land card, reveal it, and put it into your hand. If you do, shuffle your library."
2532,Fiery Impulse,0.014,2.1,12.7008,R,1,{R},common,Instant,,,,,"Fiery Impulse deals 2 damage to target creature.
Spell mastery â€” If there are two or more instant and/or sorcery cards in your graveyard, Fiery Impulse deals 3 damage instead."
2534,Baneslayer Angel,0.008,3.5,12.096,W,5,{3}{W}{W},mythic,Creature,,Angel,5,5,"Flying, first strike, lifelink, protection from Demons and from Dragons"
2538,Embercleave,0.008,3.5,12.096,R,6,{4}{R}{R},mythic,Artifact,Legendary,Equipment,,,"Flash
This spell costs {1} less to cast for each attacking creature you control.
When Embercleave enters the battlefield, attach it to target creature you control.
Equipped creature gets +1/+1 and has double strike and trample.
Equip {3}"
2542,"Teferi, Hero of Dominaria",0.008,3.5,12.096,"U,W",5,{3}{W}{U},mythic,Planeswalker,Legendary,Teferi,,,"[+1]: Draw a card. At the beginning of the next end step, untap up to two lands.
[âˆ’3]: Put target nonland permanent into its owner's library third from the top.
[âˆ’8]: You get an emblem with ""Whenever you draw a card, exile target permanent an opponent controls."""
2546,Thwart,0.008,3.5,12.096,U,4,{2}{U}{U},uncommon,Instant,,,,,"You may return three Islands you control to their owner's hand rather than pay this spell's mana cost.
Counter target spell."
2548,Treasure Cruise,0.008,3.5,12.096,U,8,{7}{U},common,Sorcery,,,,,"Delve (Each card you exile from your graveyard while casting this spell pays for {1}.)
Draw three cards."
2553,Chemister's Insight,0.01,2.8,12.096,U,4,{3}{U},uncommon,Instant,,,,,"Draw two cards.
Jump-start (You may cast this card from your graveyard by discarding a card in addition to paying its other costs. Then exile this card.)"
2556,Faith's Fetters,0.01,2.8,12.096,W,4,{3}{W},common,Enchantment,,Aura,,,"Enchant permanent
When Faith's Fetters enters the battlefield, you gain 4 life.
Enchanted permanent can't attack or block, and its activated abilities can't be activated unless they're mana abilities."
2565,Magma Jet,0.01,2.8,12.096,R,2,{1}{R},uncommon,Instant,,,,,Magma Jet deals 2 damage to any target. Scry 2.
2574,Unlicensed Disintegration,0.01,2.8,12.096,"B,R",3,{1}{B}{R},rare,Instant,,,,,"Destroy target creature. If you control an artifact, Unlicensed Disintegration deals 3 damage to that creature's controller."
2578,Urza's Rage,0.01,2.8,12.096,R,3,{2}{R},rare,Instant,,,,,"Kicker {8}{R} (You may pay an additional {8}{R} as you cast this spell.)
This spell can't be countered.
Urza's Rage deals 3 damage to any target. If this spell was kicked, instead it deals 10 damage to that permanent or player and the damage can't be prevented."
2586,Cast Out,0.012,2.3,11.9232,W,4,{3}{W},uncommon,Enchantment,,,,,"Flash
When Cast Out enters the battlefield, exile target nonland permanent an opponent controls until Cast Out leaves the battlefield.
Cycling {W} ({W}, Discard this card: Draw a card.)"
2589,Cast Down,0.014,1.9,11.4912,B,2,{1}{B},uncommon,Instant,,,,,Destroy target nonlegendary creature.
2593,Aeon Chronicler,0.008,3.3,11.4048,U,5,{3}{U}{U},rare,Creature,,Avatar,*,*,"Aeon Chronicler's power and toughness are each equal to the number of cards in your hand.
Suspend Xâ€”{X}{3}{U}. X can't be 0. (Rather than cast this card from your hand, you may pay {X}{3}{U} and exile it with X time counters on it. At the beginning of your upkeep, remove a time counter. When the last is removed, cast it without paying its mana cost. It has haste.)
Whenever a time counter is removed from Aeon Chronicler while it's exiled, draw a card."
2596,Black Vise,0.008,3.3,11.4048,,1,{1},uncommon,Artifact,,,,,"As Black Vise enters the battlefield, choose an opponent.
At the beginning of the chosen player's upkeep, Black Vise deals X damage to that player, where X is the number of cards in their hand minus 4."
2611,Chrome Mox,0.008,3.3,11.4048,,0,{0},mythic,Artifact,,,,,"Imprint â€” When Chrome Mox enters the battlefield, you may exile a nonartifact, nonland card from your hand.
{T}: Add one mana of any of the exiled card's colors."
2618,Crater's Claws,0.008,3.3,11.4048,R,1,{X}{R},rare,Sorcery,,,,,"Crater's Claws deals X damage to any target.
Ferocious â€” Crater's Claws deals X plus 2 damage to that permanent or player instead if you control a creature with power 4 or greater."
2620,"Emmara, Soul of the Accord",0.008,3.3,11.4048,"G,W",2,{G}{W},rare,Creature,Legendary,"Elf,Cleric",2,2,"Whenever Emmara, Soul of the Accord becomes tapped, create a 1/1 white Soldier creature token with lifelink."
2624,Plow Under,0.008,3.3,11.4048,G,5,{3}{G}{G},rare,Sorcery,,,,,Put two target lands on top of their owners' libraries.
2629,Sacred Cat,0.008,3.3,11.4048,W,1,{W},common,Creature,,Cat,1,1,"Lifelink
Embalm {W} ({W}, Exile this card from your graveyard: Create a token that's a copy of it, except it's a white Zombie Cat with no mana cost. Embalm only as a sorcery.)"
2631,"Mikaeus, the Lunarch",0.02,1.3,11.232,W,1,{X}{W},mythic,Creature,Legendary,"Human,Cleric",0,0,"Mikaeus, the Lunarch enters the battlefield with X +1/+1 counters on it.
{T}: Put a +1/+1 counter on Mikaeus.
{T}, Remove a +1/+1 counter from Mikaeus: Put a +1/+1 counter on each other creature you control."
2633,Broodmate Dragon,0.01,2.6,11.232,"B,G,R",6,{3}{B}{R}{G},rare,Creature,,Dragon,4,4,"Flying
When Broodmate Dragon enters the battlefield, create a 4/4 red Dragon creature token with flying."
2638,Man-o'-War,0.01,2.6,11.232,U,3,{2}{U},common,Creature,,Jellyfish,2,2,"When Man-o'-War enters the battlefield, return target creature to its owner's hand."
2656,Pithing Needle,0.01,2.6,11.232,,1,{1},rare,Artifact,,,,,"As Pithing Needle enters the battlefield, choose a card name.
Activated abilities of sources with the chosen name can't be activated unless they're mana abilities."
2661,Slagstorm,0.01,2.6,11.232,R,3,{1}{R}{R},rare,Sorcery,,,,,"Choose one â€”
â€¢ Slagstorm deals 3 damage to each creature.
â€¢ Slagstorm deals 3 damage to each player."
2663,Zuran Orb,0.016,1.6,11.0592,,0,{0},uncommon,Artifact,,,,,Sacrifice a land: You gain 2 life.
2675,Confiscation Coup,0.018,1.4,10.8864,U,5,{3}{U}{U},rare,Sorcery,,,,,"Choose target artifact or creature. You get {E}{E}{E}{E} (four energy counters), then you may pay an amount of {E} equal to that permanent's converted mana cost. If you do, gain control of it."
2677,Geist-Honored Monk,0.016,1.5,10.368,W,5,{3}{W}{W},rare,Creature,,"Human,Monk",*,*,"Vigilance
Geist-Honored Monk's power and toughness are each equal to the number of creatures you control.
When Geist-Honored Monk enters the battlefield, create two 1/1 white Spirit creature tokens with flying."
2679,Glimmer of Genius,0.012,2,10.368,U,4,{3}{U},uncommon,Instant,,,,,"Scry 2, then draw two cards. You get {E}{E} (two energy counters)."
2680,Pia Nalaar,0.012,2,10.368,R,3,{2}{R},rare,Creature,Legendary,"Human,Artificer",2,2,"When Pia Nalaar enters the battlefield, create a 1/1 colorless Thopter artifact creature token with flying.
{1}{R}: Target artifact creature gets +1/+0 until end of turn.
{1}, Sacrifice an artifact: Target creature can't block this turn."
2682,Banishing Light,0.01,2.4,10.368,W,3,{2}{W},uncommon,Enchantment,,,,,"When Banishing Light enters the battlefield, exile target nonland permanent an opponent controls until Banishing Light leaves the battlefield. (That permanent returns under its owner's control.)"
2688,Essence Extraction,0.01,2.4,10.368,B,3,{1}{B}{B},uncommon,Instant,,,,,Essence Extraction deals 3 damage to target creature and you gain 3 life.
2691,Reckless Waif,0.01,2.4,10.368,R,1,{R},uncommon,Creature,,"Human,Rogue,Werewolf",1,1,"At the beginning of each upkeep, if no spells were cast last turn, transform Reckless Waif."
2692,Whirling Dervish,0.01,2.4,10.368,G,2,{G}{G},uncommon,Creature,,"Human,Monk",1,1,"Protection from black
At the beginning of each end step, if Whirling Dervish dealt damage to an opponent this turn, put a +1/+1 counter on it."
2708,Absorb,0.008,3,10.368,"U,W",3,{W}{U}{U},rare,Instant,,,,,Counter target spell. You gain 3 life.
2712,Dimir Signet,0.008,3,10.368,,2,{2},common,Artifact,,,,,"{1}, {T}: Add {U}{B}."
2721,Elvish Lyrist,0.008,3,10.368,G,1,{G},uncommon,Creature,,Elf,1,1,"{G}, {T}, Sacrifice Elvish Lyrist: Destroy target enchantment."
2728,Fireslinger,0.008,3,10.368,R,2,{1}{R},common,Creature,,"Human,Wizard",1,1,{T}: Fireslinger deals 1 damage to any target and 1 damage to you.
2735,"Kenrith, the Returned King",0.008,3,10.368,W,5,{4}{W},mythic,Creature,Legendary,"Human,Noble",5,5,"{R}: All creatures gain trample and haste until end of turn.
{1}{G}: Put a +1/+1 counter on target creature.
{2}{W}: Target player gains 5 life.
{3}{U}: Target player draws a card.
{4}{B}: Put target creature card from a graveyard onto the battlefield under its owner's control."
2736,Thassa's Intervention,0.008,3,10.368,U,2,{X}{U}{U},rare,Instant,,,,,"Choose one â€”
â€¢ Look at the top X cards of your library. Put up to two of them into your hand and the rest on the bottom of your library in a random order.
â€¢ Counter target spell unless its controller pays twice {X}."
2740,"Uro, Titan of Nature's Wrath",0.008,3,10.368,"G,U",3,{1}{G}{U},mythic,Creature,Legendary,"Elder,Giant",6,6,"When Uro enters the battlefield, sacrifice it unless it escaped.
Whenever Uro enters the battlefield or attacks, you gain 3 life and draw a card, then you may put a land card from your hand onto the battlefield.
Escapeâ€”{G}{G}{U}{U}, Exile five other cards from your graveyard. (You may cast this card from your graveyard for its escape cost.)"
2744,Albino Troll,0.006,4,10.368,G,2,{1}{G},uncommon,Creature,,Troll,3,3,"Echo {1}{G} (At the beginning of your upkeep, if this came under your control since the beginning of your last upkeep, sacrifice it unless you pay its echo cost.)
{1}{G}: Regenerate Albino Troll."
2750,Ancestral Vision,0.006,4,10.368,U,0,,rare,Sorcery,,,,,"Suspend 4â€”{U} (Rather than cast this card from your hand, pay {U} and exile it with four time counters on it. At the beginning of your upkeep, remove a time counter. When the last is removed, cast it without paying its mana cost.)
Target player draws three cards."
2754,Augur of Skulls,0.006,4,10.368,B,2,{1}{B},common,Creature,,"Skeleton,Wizard",1,1,"{1}{B}: Regenerate Augur of Skulls.
Sacrifice Augur of Skulls: Target player discards two cards. Activate this ability only during your upkeep."
2755,Boon Satyr,0.006,4,10.368,G,3,{1}{G}{G},rare,"Enchantment,Creature",,Satyr,4,2,"Flash
Bestow {3}{G}{G} (If you cast this card for its bestow cost, it's an Aura spell with enchant creature. It becomes a creature again if it's not attached to a creature.)
Enchanted creature gets +4/+2."
2757,Cloud Sprite,0.006,4,10.368,U,1,{U},common,Creature,,Faerie,1,1,"Flying (This creature can't be blocked except by creatures with flying or reach.)
Cloud Sprite can block only creatures with flying."
